texto_tweet,vader,xlm_roberta,robertuito,bert_multilingual,beto,sentiment_global
"@CajaLosAndes Mas de 7 meses esperando el correo de uds, es una broma no? acabo de llamar y la ejecutiva magda rivera repitiendo lo mismo, solicitaremos el correo  etc etc. Que mala gestión!!",negativo,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes He llamado todo el día, me gustaría saber como hacen el calculo para pagar una licencia por Covid, no he tenido respuesta por ninguno de sus canales de atención.",negativo,neutral,negativo,negativo,neutral,negativo
"no sé que datos tiene @CajaLosAndes para pagar 80.000 por 15 días de licencia, 160.000 pesos por un mes ni siquiera es el sueldo MÍNIMO",negativo,negativo,negativo,negativo,negativo,negativo
"@jorgecibia @camila_vallejo @jeannette_jara @Detacoop @FirstJobLatam @CajaLosAndes Si amigo, con trabajadores más productivos, mayor inversión y certeza jurídica, eso en la New Zealand 🇳🇿 de Latam no va a suceder 🤥",negativo,positivo,neutral,negativo,negativo,negativo
"@CajaLosAndes Pa que se demoren mas tiempo aun super fome su forma de tratar a sus afiliados, ya con esto me cambio de caja",positivo,positivo,negativo,positivo,neutral,positivo
@CajaLosAndes No me sirve por contacto directo ya no tengo solución y no pagarán mis licencias aprobadas y eso que están todas mis cotizaciones al día @ministeriosalud @GobiernodeChile @lacuarta @ContigoCHV,negativo,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes estimados aun esperando repuestas de ustedes por el tema de compra de entradas a piscinas temporadas las cuales ustedes me vendieron las entradas las cuales me cancelaron el mismo día,como es posible que la devolución de dinero la puedan hacer 15 días después y todo",neutral,negativo,negativo,negativo,negativo,negativo
Necesito urgente alguien que me de información fidedigna respecto del pago retroactivo de carga familiar ya que cada vez que llamo a @CajaLosAndes  son por lo bajo 20 minutos esperando en linea para que cada ejecutivo me de una información mas creativa que el otro.,neutral,negativo,negativo,negativo,neutral,negativo
"@CajaLosAndes @shole_acuna Hola, que pasa con los teléfonos? Nadie responde 3 llamadas esperando más de 10 min en cada una.",neutral,neutral,negativo,negativo,negativo,negativo
"🤬🤬🤬🤬🤬🤬🤬🤬🤬Vamos a seguir con las llamadas @CajaLosAndes ?  @SERNAC
Qué se puede hacer por este acoso?
A diario más de 8 llamadas... https://t.co/Y2cJ7smwIJ",neutral,negativo,negativo,negativo,neutral,negativo
@CajaLosAndes Sus cabales no sirven.. Si no no estaria aquiperdiendo mi tiempo. Preocúpense de la gente q esta a todo sol esperan una pesima atencion,negativo,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes esto pasa con los beneficios que no llegan a destino??? No seria mejor un hogar de menores u otra caridad... no se!!. https://t.co/FBBD5GvUUu,negativo,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes Cotización en fonasa, pero aun así USTEDES NO ME QUIEREN PAGAR MI LICENCIA MÉDICA",negativo,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes hola, está caída su página? Hace rato intento entrar para ver el tema de una licencia y no me deja.",negativo,negativo,negativo,negativo,negativo,negativo
"RT @SJMChile: 🗣️Red de Empresas Interculturales (REI) se reunió con grupo de aliadas: en la cita, que contó con la presencia de #EmpresasSB…",neutral,neutral,positivo,positivo,neutral,neutral
Y aquí seguimos esperando q hagan su pega @CajaLosAndes desde el compin emitieron un certificado el día 10 q entregaron la orden de pago y ya van 6 días sin respuestas y después se excusan con puras mentiras imponiendo códigos vamos a la superintendencia a ver qué dicen ellos,negativo,negativo,negativo,negativo,negativo,negativo
"Me salió aprobado el pago de mi licencia y el miércoles pasado me dijeron que en 72 hrs me lo depositarian y es lunes y nada, estoy sin niun peso @AyudaFONASA @CajaLosAndes",negativo,neutral,negativo,negativo,neutral,negativo
"“Hay tecnología y recursos para abastecernos pero necesitamos tratar el agua. Más que buscar nuevos recursos hídricos hay que aprovechar los que tenemos”, José Luis Campos @UAI_VINA en Construyendo Región 2022  @CChCValparaiso @CajaLosAndes @mutualcchc @CousinoDuocUC @CamaraCChC https://t.co/5SlUIQEgOH",neutral,neutral,neutral,neutral,neutral,neutral
RT @mmullor2016: @camila_vallejo @jeannette_jara @Detacoop @FirstJobLatam @CajaLosAndes Quieren reducir el trabajo a 40horas y el president…,neutral,neutral,negativo,negativo,negativo,negativo
@CajaLosAndes Envié un dm esperando una respuesta urgente y nada,neutral,negativo,negativo,negativo,negativo,negativo
#cajalosandes dos dias sin poder ver el estado de mi licencia xq la página está caída... no tiene recursos???oh están todos de vacaciones?,negativo,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes Hola te puedo enviar correo y teléfono por DM pero el RUT ....? Es mucho riesgo, prefiero que me des un número donde preguntar además de que mi consulta era para ayer, hoy ya no sirve",negativo,negativo,negativo,negativo,negativo,negativo
la @CajaLosAndes  no me quiere pagar la licencia por COVID-19  y así estoy con ellos https://t.co/3v1SOELI3l,negativo,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes Acciones concretas que pide este gobierno bueno que pasa con las licencias medica que entrega el trabajador compin le da curso pero la caja no pide informacion,negativo,neutral,negativo,negativo,negativo,negativo
"@CajaLosAndes cómo es posible q se demoren más de 1 mes y 1/2 en devolver un dinero q la caja la Araucana ya se los liberó y tiene q llegar a mis manos y así va seguir con otro pago q tengo en proceso para descuento y nuevamente 1 mes y 1/2 para devolver, solución no + problemas",negativo,neutral,negativo,negativo,negativo,negativo
"@CajaLosAndes dejen de cagarse a la gente con los pagos de licencias médicas, si Compin autorizó ustedes limitense a pagar y dejar de pedir contrato, histórico de AFP y de Fonasa. Ladrones! @SUSESOChile @T13 @PrensaPCdeChile @SERNAC @SaludSsrv @ministeriosalud @Mega @chilevision",neutral,negativo,negativo,negativo,negativo,negativo
Caja qlia que se demora en pagar la licencia @CajaLosAndes me tienen complicado todo el mes!,neutral,negativo,negativo,negativo,negativo,negativo
"@elpelon_79 @TamaraCasado_V @CajaLosAndes 🤣🤣🤣🤣 facho pobre.. tengo plata por qué trabajo para eso, vivo bien y me doy mis gustos por qué me los ganó, todos los días levantándome temprano a trabajar si eso me convierte en un facho pobre pues si lo soy a mucha honrra",neutral,negativo,neutral,neutral,negativo,neutral
"@CajaLosAndes hola buenos días, tengo un descuento en exceso en mi liquidación, la que les adjunto, por favor pagar a la brevedad gracias",positivo,neutral,neutral,negativo,neutral,neutral
RT @mmullor2016: @camila_vallejo @jeannette_jara @Detacoop @FirstJobLatam @CajaLosAndes Quieren reducir el trabajo a 40horas y el president…,neutral,neutral,negativo,negativo,negativo,negativo
"@CajaLosAndes  todo los días llaman preguntando por un weon que tiene una deuda.   Hoy le dije "" si con el ""   y me dijeron que estaba moroso. Dije "" no pagaré porque no quiero"" y se enojo.    Se puso flaite y corto.    Wena @CajaLosAndes",negativo,negativo,negativo,negativo,negativo,negativo
"RT @pabloazul4: Hoy fui a la @CajaLosAndes , desde Octubre intentando afiliar a mi Empresa, después de todo este tiempo me entero que perdi…",neutral,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes Recsa me llama 2 veces al día para ayudarme ! Les he pagado el doble de lo que me prestaron 😫 hoy ya NO tengo para pagar más y me tienen que orden de embargo 👌,negativo,neutral,negativo,negativo,negativo,negativo
"El 3 de Mayo @CajaLosAndes hará su cuenta pública espero que se dé un espacio para reflexionar y replantearse  los términos .
La documentación para  acreditación de carga se reitera  la palabra invalido ❌ https://t.co/gq0PMGqW0y",neutral,neutral,neutral,negativo,neutral,neutral
"RT @MintrabChile: EN VIVO 🔴 Ministra @jeannette_jara, junto a la ministra @camila_vallejo, lanzan el #Sello40Horas y certifican a @Detacoop…",neutral,neutral,neutral,positivo,positivo,neutral
"@CajaLosAndes hola buen dia, quería consultar con respecto al descuento de crédito hipotecario por el sii, la verdad que no entiendo mucho del tema, me gustaría que me orientaran porfavor ya que con ustedes tengo un crédito hipotecario. De antemano muchas gracias",negativo,neutral,neutral,negativo,neutral,neutral
"@CajaLosAndes Hola, tengo una duda... en mi liquidación de diciembre aparece el pago de la Asignación Familiar, pero para postular a los bonos me indican que no hay pago de asignación familiar... Cómo lo soluciono?",negativo,neutral,neutral,negativo,neutral,neutral
"RT @MintrabChile: EN VIVO 🔴 Ministra @jeannette_jara, junto a la ministra @camila_vallejo, lanzan el #Sello40Horas y certifican a @Detacoop…",neutral,neutral,neutral,positivo,positivo,neutral
"@CajaLosAndes el martes 15-03 envié correo con recaudos para solicitud de asignación familiar y ya transcurridos los 5 días hábiles aún no se visualiza la información, por favor agradezco su apoyo",positivo,neutral,neutral,negativo,neutral,neutral
"RT @MintrabChile: EN VIVO 🔴 Ministra @jeannette_jara, junto a la ministra @camila_vallejo, lanzan el #Sello40Horas y certifican a @Detacoop…",neutral,neutral,neutral,positivo,positivo,neutral
"@CajaLosAndes hola 👋, está operativo el centro recreativo Beaucheff de Pedro Aguirre Cerda?? El valor para los afiliados?? Es que no aparece número de contacto en el sitio web… 🤷🏽‍♂️",negativo,neutral,neutral,negativo,neutral,neutral
"Estoy embarazada, 7 meses, con depresión en tratamiento y licencia medica hace 2 meses ... hace 47 días que no recibo pago de licencia, pensaran estos CSM del Compin que pago mis cuentas, como y compro las cosas de mi bebe con monedas de chocolate ??? @CajaLosAndes @SeremiSaludRM",negativo,neutral,negativo,negativo,negativo,negativo
"RT @MintrabChile: EN VIVO 🔴 Ministra @jeannette_jara, junto a la ministra @camila_vallejo, lanzan el #Sello40Horas y certifican a @Detacoop…",neutral,neutral,neutral,positivo,positivo,neutral
"@CajaLosAndes hola, hice una solicitud de integración de carga familiar el 27 de Julio y aún no tengo respuesta, me pueden ayudar ? Gracias",negativo,neutral,neutral,negativo,neutral,neutral
"Amigas y amigos: En Beeok necesitamos de tu apoyo!

Somos finalistas de los #premiosTecla que organiza Caja Los Andes y Socialab Chile y la solución con más votos tiene más posibilidades de ganar.

Este es un premio que nos encanta…https://t.co/nHGQl47YU3 https://t.co/nKpAGnIwfF",neutral,positivo,positivo,positivo,positivo,positivo
"Un tremendo aplauso a todos los organizadores de la @cajalosandes @municipiopuertovaras y aún más a quienes participaron de este gran evento!

En Puerto Varas se vive el deporte y estamos preparados para recibirlos!

Cotiza tu evento/ reunión/ congreso en https://t.co/EYFqry3Rfy https://t.co/UKgl0J0DaS",neutral,positivo,positivo,positivo,positivo,positivo
"RT @IPAEPERU: La presidenta de @CajaLosAndes, Rossana Ramos Velita, contará su experiencia💬 de salir del país para potenciar su profesión y…",neutral,neutral,neutral,positivo,neutral,neutral
"@Tam_v4nn Ánimo! Entiendo perfecto lo que sientes. Yo llevo más de un mes sin sueldo porque me han pedido mil papeles para pagarme el prenatal, aunque en mi caso los wns son los de la @CajaLosAndes, es el mismo sentir. El sistema es pésimo, al final uno se enferma más.",negativo,negativo,negativo,positivo,negativo,negativo
"RT @MintrabChile: EN VIVO 🔴 Ministra @jeannette_jara, junto a la ministra @camila_vallejo, lanzan el #Sello40Horas y certifican a @Detacoop…",neutral,neutral,neutral,positivo,positivo,neutral
"@CajaLosAndes el Sistema de Inscripción de Cursos que se hace vía Wathsapp, es más lento que un bolero en la luna. Mi señora y otr@s varios pensionados, deben estar horas y horas intentando 1 día al mes para inscribirse a Taller Virtual para el mes siguiente. Les parece atinado?",neutral,negativo,negativo,negativo,neutral,negativo
"Este trabajo es posible gracias al apoyo de @CajaLosAndes, quienes hoy nos acompañaron en esta actividad 😍♥️ https://t.co/LLTSCHWjh1",neutral,positivo,positivo,positivo,positivo,positivo
"@LaClauPetit @Jota_q @CajaLosAndes Para futuros créditos siempre es bueno solicitar la tabla de amortización o todos los detalles posibles del crédito, tabla de desarrollo creo que le llaman. 

Las cajas, financieras, supermercados o retail son los peores.",neutral,neutral,negativo,negativo,negativo,negativo
"@CajaLosAndes Hola! Debo registrar mi cuenta de banco para recibir el pago de mis licencias pero la página no me lo permite, cómo puedo solucionar? Gracias!",negativo,neutral,neutral,negativo,neutral,neutral
"@CajaLosAndes Compre 6 entradas para ir al centro recreacional de Beaucheff para el día 7 de enero y celebrar el cumpleaños de mi esposa. 
30.000 me salió la gracia! 
Mandan un mail el día 5 avisando que se cancelan actividades y que en 15 días más devuelven el dinero! #Chantas!",neutral,positivo,neutral,negativo,neutral,neutral
"RT @SandraM22314838: @SuperDeSalud @SUSESOChile @gabrielboric @CajaLosAndes Las licencias sólo las pagan haciendo show, deben juntarse vari…",neutral,neutral,neutral,negativo,neutral,neutral
"@CajaLosAndes hola buen día, Quiero consultar algo, cuando descargo las nóminas de retenciones de crédito, y aparece gente con descuentos, pero no está vinculada a la empresa, que debo hacer para que no me aparezcan en los siguientes periodos, me pueden ayudar con info 🥺🥺",negativo,neutral,neutral,negativo,neutral,neutral
"EN VIVO 🔴 Ministra @jeannette_jara, junto a la ministra @camila_vallejo, lanzan el #Sello40Horas y certifican a @Detacoop, @FirstJobLatam
y @CajaLosAndes por tener contratados a lo menos al 80% de sus trabajadores/as en jornada que no supere #40horas 👉https://t.co/78VmrYuZnK https://t.co/OsILxEJnCK",negativo,neutral,neutral,negativo,positivo,negativo
"@CajaLosAndes de miraflores 40min de espera, poco personal y atienden a uno ybse paran de su puesto 30min .... sera para meditar el caso anterior? Muchaaaa la espera.!",neutral,negativo,negativo,negativo,negativo,negativo
@enily3 @CajaLosAndes Mira yo trabajo en l caja si gustas te puedo ayudar,neutral,neutral,neutral,positivo,neutral,neutral
"@CajaLosAndes Hola, jueves realicé una solicitud virtual de un crédito, me dijeron que estaba todo ok, tenía que ir a firmar el viernes antes de las 13 hrs para que ese mismo día el dinero figurara en mí cta. Fui el viernes, di mis datos, firme y todo ok. Pero nunca llegó la transferencia",positivo,neutral,neutral,negativo,neutral,neutral
"En #paísdigital hemos sido parte del proceso de #transformacióndigital de @CajaLosAndes, acompañándolos en el desarrollo de proyectos de alfabetización digital para adultos mayores.

Revisa el testimonio de su gerente general, Nelson Rojas, en 🔗 https://t.co/pPdZK1NF3s https://t.co/6c4Em8wbQK",neutral,neutral,neutral,positivo,neutral,neutral
"@CajaLosAndes hola buenas tardes hoy envié formulario de asignación familiar ya que estaba acongelado , pero me equivoqué en el item sexo marcando femenino y era masculino q puedo hacer me ayudan?",neutral,neutral,neutral,negativo,neutral,neutral
"@CajaLosAndes quiero agradecer la exelente atencion de Daniela Nuñez
Me explico con paciencia y tuvo la deferencia de devolver el llamado cuando se corto y me ayudo a solucionar el tema de las cargas familiares 
Gracias Daniela !! ♥️",neutral,positivo,positivo,positivo,positivo,positivo
"RT @MintrabChile: EN VIVO 🔴 Ministra @jeannette_jara, junto a la ministra @camila_vallejo, lanzan el #Sello40Horas y certifican a @Detacoop…",neutral,neutral,neutral,positivo,positivo,neutral
"Katherine Scacchi, Gerente de inclusión financiera en @CajaLosAndes se refiere al ahorro como parte fundamental de la inclusión financiera en el #DigitalBankOnline. https://t.co/Rs62WJ0bAU",neutral,neutral,neutral,positivo,neutral,neutral
Ojalá paguen los meses de Agosto y Septiembre junto con transferencia bancaria y no con vale vista para ir a retirar al banco sean un poco empaticos @Cardif_Chile y ustedes que hacen de intermediarios @CajaLosAndes,negativo,negativo,negativo,negativo,negativo,negativo
"@Salcobrand @CajaLosAndes Y no es mejor simplemente mostrar el CI y ver que la foto sea la misma? Pedir el RUT ya es invasivo, y con el número de serie se pueden hacer varios trámites. El descuento de $300 no lo vale.",negativo,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes buenas tardes, le presente licencia médica sanna, ahora me llegó un email de e ccaf los andes, que se debe gestionar directo compin, pero lo hago yo o mi empleador",positivo,neutral,neutral,negativo,neutral,neutral
"Algún ejecutivo de caja los andes por tw???
Necesito aclarar una duda respecto a una licencia de medica!
#Ayuda @CajaLosAndes",neutral,neutral,neutral,negativo,neutral,neutral
"@CajaLosAndes No entrego información personal a una Institución Bancaria, y no "" sin fines de Lucro "".
ESTA CCAF es una financiera encubierta, que vulnera a sus beneficiarios,  en especial a los pensionados,  hace negocios con ellos ,a cambio del 1% de la pensión. 
@Camara_cl 
@Senado_Chile",negativo,negativo,negativo,negativo,negativo,negativo
"Estoy muy contenta de haber lanzado el #Sello40Horas con la ministra @jeannette_jara 🤗
Valoro profundamente el paso que dieron @Detacoop, @FirstJobLatam y @CajaLosAndes, porque demuestran que sí se puede tener jornadas más cortas y dignificar el trabajo de las personas ✊❤️ https://t.co/IPG0wByugg",neutral,positivo,positivo,positivo,positivo,positivo
"@CajaLosAndes hola buenas tardes, estoy tramitando una licencia y me falta la cotización de Fonasa y afiliación afp, empecé a cotizar por trabajo en marzo y aún no se actualiza el sistema, puedo enviar cotización de Fonasa de febrero? Es la última que aparece",negativo,neutral,negativo,negativo,neutral,negativo
"RT @MintrabChile: EN VIVO 🔴 Ministra @jeannette_jara, junto a la ministra @camila_vallejo, lanzan el #Sello40Horas y certifican a @Detacoop…",neutral,neutral,neutral,positivo,positivo,neutral
@CajaLosAndes ustedes creen que alguien que da un crédito social .. saldría en televisión.. las cajas de compensación perdieron el foco...@Cooperativa @SERNAC @min_interior,neutral,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes  su sistema de cambio de clave no función en la App y tampoco en la web. Me pueden ayudar por favor 🙏🏻. https://t.co/L4cVe1JfNb,positivo,negativo,negativo,negativo,neutral,negativo
"@CajaLosAndes hola
Tengo una licencia medica aprobada
La cual m3 pagan el 30 de este mes
Hay alguna forma de que eso sea depositado en mi cuenta y no en efectivo? 
Gracias",negativo,neutral,neutral,negativo,neutral,neutral
@CajaLosAndes @SERNAC Es legal que la Caja de los Andes. Realice llamados a familiares cercanos para cobranzas. Han realizado llamados de ostigamiento todos los días. EXIJO UNA EXPLICACIÓN.,positivo,negativo,negativo,negativo,negativo,negativo
@nicole81403994 @SUSESOChile @CajaLosAndes Se pidio por Ley de Transparencia el pago efectuado por las cajas fuera del plazo entregado x compin x lo tanto se llevará resultado a las mejoras en el sistema,neutral,neutral,neutral,negativo,neutral,neutral
"RT @MintrabChile: EN VIVO 🔴 Ministra @jeannette_jara, junto a la ministra @camila_vallejo, lanzan el #Sello40Horas y certifican a @Detacoop…",neutral,neutral,neutral,positivo,positivo,neutral
"@CajaLosAndes 
RECLAMO
Fui a la sucursal de Irarrazaval con Suecia y el ejecutivo no me pudo solucionar mi consulta porque según él ni tenía como ver la información. Extraño, porque para eso están, para que nos entreguen respuestas y puedan consultar en el sistema.",negativo,negativo,negativo,negativo,neutral,negativo
"RT @SandraM22314838: @SuperDeSalud @SUSESOChile @gabrielboric @CajaLosAndes Las licencias sólo las pagan haciendo show, deben juntarse vari…",neutral,neutral,neutral,negativo,neutral,neutral
"RT @SandraM22314838: @SuperDeSalud @SUSESOChile @gabrielboric @CajaLosAndes Las licencias sólo las pagan haciendo show, deben juntarse vari…",neutral,neutral,neutral,negativo,neutral,neutral
"RT @MintrabChile: EN VIVO 🔴 Ministra @jeannette_jara, junto a la ministra @camila_vallejo, lanzan el #Sello40Horas y certifican a @Detacoop…",neutral,neutral,neutral,positivo,positivo,neutral
"RT @CajaLosAndes: Te invitamos a participar en el Medio Maratón de Puerto Varas 💪🚀 el próximo 6 de noviembre de 2022.

Inscríbete ya y form…",neutral,neutral,neutral,positivo,neutral,neutral
"🧵Hoy fue el lanzamiento del #sello40horas que certificó a tres empresas First Job, @CajaLosAndes y Detacoop que cumplen con los requisitos de tener un 80% de sus trabajadores con jornadas de 40hrs.Esperamos q más empresas se sumen y demostremos en conjunto que sí se puede. [2/2] https://t.co/ZMGA0SiVdM",neutral,positivo,positivo,negativo,positivo,positivo
"@CajaLosAndes Quiero cobrar el bono Bodas de Plata, con requisito ser Afiliado Pensionado. Solo podrían cumplir esto las mujeres que se casaron después  de los 35 años. La idea es no pagar el bono ?",negativo,neutral,neutral,negativo,negativo,negativo
@CajaLosAndes Ya ha pasado una hora que indiqué lo que solicitaron...¿cuanto mas debo esperar?,positivo,neutral,negativo,negativo,neutral,neutral
Es normal que @CajaLosAndes te llame con tanta urgencia 2 días para recordarte que tienes que pagar un crédito que está al día? Cómo para llamar al sernac? Por que ya es segunda vez que me lo hacen y YO TENGO que llamar para decirles que no me llamen más!,negativo,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes estimados mi nombre es Mauricio gestione un crédito el día 22 de febrero, en caja Los Andes sucursal Pedro de Valdivia providencia Santiago,hasta la fecha ninguna respuesta al crédito ,solo se me indica esperar,he entrado a todas las plataformas,sin solucion",neutral,negativo,negativo,negativo,negativo,negativo
"RT @AbigailAlterma1: @CajaLosAndes, cuánto tiempo más espero para q se dignen a pagar mi plata @SUSESOChile, aún espero respuesta de, cuánt…",neutral,neutral,negativo,negativo,neutral,neutral
"Alguien que me ayude con el tema de una #licenciamedica sin pagar por @CajaLosAndes ..
El tema es que es por 4 días, sé que no se paga 3 pero el 4? Es dinero que me sirve igual. Y esta autorizada para pago, pero en @CajaLosAndes me ponen trabas para no pagar por cotizaciones.",negativo,negativo,negativo,negativo,negativo,negativo
"RT @AbigailAlterma1: @CajaLosAndes @CajaLosAndes, cuánto tiempo más espero para q se dignen a pagar mi plata @SUSESOChile, aún espero respu…",neutral,neutral,negativo,negativo,negativo,negativo
"@CajaLosAndes hay forma de pagar por internet un pago atrasado de crédito de emergencia ??
Un verdadero fiasco las oficinas",negativo,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes  pedí un crédito con seguro de cesantía, quedé cesante, voy a la caja en forma precencial , hago tremenda fila, me toman los documentos, me dicen que está listo , llegó a la casa y me llega un correo que yo tengo que hacer el trámite del seguro.. me están agarrando?",positivo,neutral,neutral,negativo,negativo,neutral
"@CajaLosAndes  pedí un crédito con seguro de cesantía, quedé cesante, voy a la caja en forma precencial , hago tremenda fila, me toman los documentos, me dicen que está listo , llegó a la casa y me llega un correo que yo tengo que hacer el trámite del seguro.. me están agarrando? https://t.co/GgE5PWVtJV",positivo,neutral,neutral,negativo,neutral,neutral
@CajaLosAndes eh estado toda la mañana llamado por una licencia medica prenatal que esta con requisitos pendientes por caja y nadie  contesta  e estado esperando media hora y no pasa nada necesito ayuda urgente ya que por ser embarazo de alto riesgo no puedo hacercarme a una suc,negativo,negativo,negativo,negativo,negativo,negativo
@quierounberlin @CajaLosAndes Curiosamente las llamadas con las ejecutivas se cortan justo cuando les estoy explicando que no pienso pagarles un peso de más....,negativo,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes Ya fue revisada la situación y la empresa acudió a todos los canales formales de la caja, incluso reclamando por la pésima práctica de pagar en @salcobrand_cl con débito y ellos cargaron el pago del mismo producto a la caja de compensación. Nunca hubo respuesta.
Gcias igualmente!",neutral,negativo,negativo,negativo,neutral,negativo
"@CajaLosAndes @patoman_gold Es verdad, el compin me aprobó la licencia hace harto tiempo y según la página web todavía no llega la resolución, por ende no se puede pagar todavía.",negativo,neutral,negativo,negativo,negativo,negativo
Volvi a la pega y no quería :( y tengo que esperar resolución de la caja @CajaLosAndes por el pago de mí licencia (No pensé que ser pensionado me daría muchos problemas 🙁),negativo,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes hola, estoy tratando de subir las liquidaciones a la App pero no logro hacerlo, existe otro medio o si no , no me pagarán la licencia médica",negativo,neutral,negativo,negativo,negativo,negativo
"@katapsp @CajaLosAndes @ChileAtiende @SUSESOChile @ispch Idéntico caso pero con la @cajalaaraucana 
Regularización y pagaron retroactivo y ahora esperando respuestas a todos los reclamos 
Pero el principal es el bono marzo 
Yo apele en mayo y nada aun 
Y también es culpa de los empleadores 
En mi caso fue así el empleador dejó de pagar",neutral,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes @VergaraqG Yo necesito que me den una respuesta con mis requerimientos. Y que me paguen la licencia médica, me agobia, estresa y perjudica que se demoren tanto en revisar un papel. 
Y no puedo esperar a un segundo mes sin sueldo producto del poco personal que tienen.
Realmente es frustrante",negativo,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes Y hasta cuánto tiempo demoran en pagar?,neutral,neutral,neutral,negativo,negativo,neutral
@CajaLosAndes no soy solo yo el que esta a la espera de alguna solución al parecer...cuanto mas hay que esperar???? https://t.co/HCgWUQ7olP,negativo,neutral,negativo,negativo,neutral,negativo
@CajaLosAndes Hay alguna opción de rápida respuesta ? o hay que esperar las eternas 48 horas ? https://t.co/564j2kfGcY,neutral,neutral,neutral,negativo,neutral,neutral
"@CajaLosAndes Aún espero respuesta a mi solicitud para poder pre pagar mi crédito y aún no recibo respuesta. Teléfono, correo, facebook, Instagram todas las vías y nada. Favor su ayuda.",positivo,negativo,negativo,negativo,neutral,negativo
"@CajaLosAndes desde el miércoles 19/01 estoy pidiendo información para poder pre pagar mi crédito y aún no recibo la información. He llamado, he mandado correo y por facebook y aún no recibo nada. Pero para cobrar son rápidos. Necesito respuesta a mi solicitud gracias",negativo,negativo,negativo,negativo,neutral,negativo
@CajaLosAndes una persona atendiendo público. Para una sucursal en una comuna de aproximadamente 56.000 habitantes. Esperar 3 días..  para que te atiendan. No será mucho.. https://t.co/aqZEDiEOPo,negativo,neutral,neutral,negativo,negativo,negativo
"@CajaLosAndes deberían agilizar los trámites, no es posible tener que esperar mas de 5 horas para poder cobrar una licencia!!",negativo,negativo,negativo,negativo,neutral,negativo
@CajaLosAndes llevo 4 días intentando que me contesten el teléfono y no ha pasado nada. Necesito respuestas a unos requisitos para licencia. Cuánto más tengo que esperar,positivo,negativo,negativo,negativo,negativo,negativo
"@CChCValparaiso @UAI_VINA @CousinoDuocUC @CajaLosAndes @mutualcchc @CChC_Chile Los gremios deben salir en defensa de las pensiones, no queremos reforma previsional,  no la cambien por beneficios en la reforma tributaria,  al final nos hundiremos todos #NoNosTraicionen",negativo,negativo,negativo,negativo,negativo,negativo
"@luxosoto1 @CajaLosAndes Disculpa que opine, pero te aseguro que pasará un buen tiempo para que recuperes tu dinero, la gestión administrativa de esta empresa es pesima",neutral,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes 
Hola
No puedo registrarme... la aplicación no me lo permite
Lo intente todo el día
Y me fue enviado el correo para ingresar cuenta para pagar la licencia.
Pueden ayudarme con esto
Muchas gracias",negativo,negativo,negativo,negativo,neutral,negativo
"@CajaLosAndes Les mande la informacion y aun no tengo respustas, sinverguenzas kls... no puede ser que te hagan esperar 15 minutos para que te contesten el telefono wn..... puta el servicio kl... malo",negativo,negativo,negativo,negativo,negativo,negativo
"RT @AbigailAlterma1: @CajaLosAndes, cuánto tiempo más espero para q se dignen a pagar mi plata @SUSESOChile, aún espero respuesta de, cuánt…",neutral,neutral,negativo,negativo,neutral,neutral
"@candia_ni @ChileAtiende @SeremiSaludRM @ministeriosalud @Fonasa @CajaLosAndes @ximenaguilera @meganoticiascl @rodrigosepu Gracias Rodrigo Sepúlveda por tratar el tema de las licencias médicas en tu programa,muchas personas denuncian diariamente la demora y atraso y dificultades para pagar las licencias médicas de los trabajadores.",neutral,negativo,negativo,positivo,negativo,negativo
"RT @Sanesmer: @ValdebenitoNata 
11 dias de huelga legal, solo queremos que se respeto nuestro piso mínimo...
Sabemos la realidad actual, po…",positivo,neutral,negativo,negativo,negativo,negativo
@CajaLosAndes hola buenas noches quería hacer una consulta..yo puedo depositarle dinero a mi cuenta de ahorro de caja los andes???,neutral,neutral,neutral,negativo,neutral,neutral
"@jeannette_jara @camila_vallejo @CajaLosAndes @FirstJobLatam @Detacoop Súper de acuerdo ministra 👏🥂🎉, pero e pasado la mitad de mi vida laboral trabajando para el estado, en distintos órganos, y le recuerdo q el estado es uno de los empleadores más abusadores. Urge abordar la figura de los honorarios en el estado y regular los horarios laborales.",neutral,positivo,negativo,negativo,negativo,negativo
"RT @Sanesmer: @ValdebenitoNata 
11 dias de huelga legal, solo queremos que se respeto nuestro piso mínimo...
Sabemos la realidad actual, po…",positivo,neutral,negativo,negativo,negativo,negativo
@CajaLosAndes les dejé un DM por favor necesito ayuda para cobrar un seguro,positivo,neutral,neutral,negativo,neutral,neutral
